label,content
0," usb-host: add special case for bus+addr This patch changes usb-host behavior in case we hostbus= and hostaddr=&&&&properties are used to identify the usb device in question.  Instead of&&&&adding the device to the hotplug watchlist we try to open directly using&&&&the given bus number and device address.&&&&&&&&Putting a device specified by hostaddr to the hotplug watchlist isn't&&&&a great idea as the address isn't a fixed property.  It changes every&&&&time the device is plugged in.  So considering this case as ""use the&&&&device at bus:addr _now_"" is more sane.  Also usb-host will throw errors&&&&in case it can't initialize the host device.&&&&&&&&Note: For devices on the hotplug watchlist (hostport or vendorid or&&&&productid specified) qemu continues to ignore errors and keeps&&&&monitoring the usb bus to see if the device eventually shows up.&&&&&&&&Signed-off-by: Gerd Hoffmann <kraxel@redhat.com>&&&&Message-id: 1464945175-28939-1-git-send-email-kraxel@redhat.com&&&& "
0, acpi: do not use TARGET_PAGE_SIZE This is a #define used by the CPU.  NVDIMM can just use 4K&&&&unconditionally.&&&&&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& 
0," i.MX: Fix FEC code for MDIO operation selection According to the FEC chapter of i.MX25 reference manual&&&&&&&&When writing the MMFR register, bit 29 and 28 select the requested operation.&&&& * 10 means read operation with valid MII mgmt frame&&&& * 11 means read operation with non compliant MII mgmt frame&&&& * 01 means write operation with valid MII mgmt frame&&&& * 00 means write operation with non compliant MII mgmt frame&&&&&&&&So while bit 28 does change beween read/write for valid MII mgmt frame, the&&&&mening is inverted for non compliant MII mgmt frame.&&&&&&&&Bit 29 on the other hand means read/write whatever the type of mgmt frame&&&&involved.&&&&&&&&So this patch change the operation selection from bit 28 to bit 29 as it is&&&&more generic.&&&&&&&&Signed-off-by: Jean-Christophe Dubois <jcd@tribudubois.net>&&&&Signed-off-by: Jason Wang <jasowang@redhat.com>&&&& "
0," target-i386: kvm: Increase MSR_BUF_SIZE We are dangerously close to the array limits in kvm_put_msrs()&&&&and kvm_get_msrs(): with the default mcg_cap configuration, we&&&&can set up to 148 MSRs in kvm_put_msrs(), and if we allow mcg_cap&&&&to be changed, we can write up to 236 MSRs.&&&&&&&&Use 4096 bytes for the buffer, that can hold 255 kvm_msr_entry&&&&structs.&&&&&&&&Reviewed-by: Paolo Bonzini <pbonzini@redhat.com>&&&&Signed-off-by: Eduardo Habkost <ehabkost@redhat.com>&&&& "
0," block: Invalidate all children Currently we only recurse to bs->file, which will miss the children in quorum&&&&and VMDK.&&&&&&&&Recurse into the whole subtree to avoid that.&&&&&&&&Signed-off-by: Fam Zheng <famz@redhat.com>&&&&Reviewed-by: Alberto Garcia <berto@igalia.com>&&&&Signed-off-by: Kevin Wolf <kwolf@redhat.com>&&&& "
0, xen-hvm: ignore background I/O sections Since Xen will correctly handle accesses to unimplemented I/O ports (by&&&&returning all 1's for reads and ignoring writes) there is no need for&&&&QEMU to register backgroud I/O sections.&&&&&&&&This patch therefore adds checks to xen_io_add/del so that sections with&&&&memory-region ops pointing at 'unassigned_io_ops' are ignored.&&&&&&&&Signed-off-by: Paul Durrant <paul.durrant@citrix.com>&&&&Cc: Stefano Stabellini <sstabellini@kernel.org>&&&&Cc: Anthony Perard <anthony.perard@citrix.com>&&&&Cc: Paolo Bonzini <pbonzini@redhat.com>&&&&Message-Id: <1462811480-16295-1-git-send-email-paul.durrant@citrix.com>&&&&Acked-by: Anthony PERARD <anthony.perard@citrix.com>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& 
0," nbd: Switch to byte-based block access Sector-based blk_read() should die; switch to byte-based&&&&blk_pread() instead.&&&&&&&&Add a constant for our magic number 512, to make it obvious&&&&that this size will NOT change even if BDRV_SECTOR_SIZE does,&&&&even though the two happen to be the same for now.  Split&&&&assignments from conditionals to keep checkpatch.pl happy.&&&&&&&&Signed-off-by: Eric Blake <eblake@redhat.com>&&&&Signed-off-by: Kevin Wolf <kwolf@redhat.com>&&&& "
0," usb: Support compilation without poll.h This is a hack to support compilation with Mingw-w64 which provides&&&&a libusb-1.0 package, but no poll.h.&&&&&&&&Signed-off-by: Stefan Weil <sw@weilnetz.de>&&&&Message-id: 1458630800-10088-1-git-send-email-sw@weilnetz.de&&&&Signed-off-by: Gerd Hoffmann <kraxel@redhat.com>&&&& "
0," configure: build SDL if only SDL2 available Right now if SDL2 is installed but not SDL1, default configure will&&&&entirely disable SDL. Check upfront for SDL2 using pkg-config, but&&&&still prefer SDL1 if both versions are installed.&&&&&&&&Signed-off-by: Cole Robinson <crobinso@redhat.com>&&&&Message-id: c9e570b5964d128a3595efe3170129a3da459776.1462557436.git.crobinso@redhat.com&&&&Signed-off-by: Gerd Hoffmann <kraxel@redhat.com>&&&& "
0," linux-user: arm: Handle (ignore) EXCP_YIELD in ARM cpu_loop() The new-in-ARMv8 YIELD instruction has been implemented to throw&&&&an EXCP_YIELD back up to the QEMU main loop. In system emulation&&&&we use this to decide to schedule a different guest CPU in SMP&&&&configurations. In usermode emulation there is nothing to do,&&&&so just ignore it and resume the guest.&&&&&&&&This prevents an abort with ""unhandled CPU exception 0x10004""&&&&if the guest process uses the YIELD instruction.&&&&&&&&Reported-by: Hunter Laux <hunterlaux@gmail.com>&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&&Message-id: 1456833171-31900-1-git-send-email-peter.maydell@linaro.org&&&& "
0," spice: Disallow use of gl + TCP port Currently, virgl support has to go through a local unix socket, trying&&&&to connect to a VM using -spice gl through spice://localhost:5900 will&&&&only result in a black screen.&&&&This commit errors out when the user tries to start a VM with both GL&&&&support and a port/tls-port set.&&&&This would fit better in spice-server, but currently QEMU does not call&&&&into spice-server when parsing 'gl' on its command line, so we have to&&&&do this check in QEMU instead.&&&&&&&&Signed-off-by: Christophe Fergeau <cfergeau@redhat.com>&&&&Reviewed-by: Marc-Andr茅 Lureau <marcandre.lureau@redhat.com>&&&&Message-id: 1457955672-28758-1-git-send-email-cfergeau@redhat.com&&&&&&&&[ applied codestyle fix: break long line ]&&&&&&&&Signed-off-by: Gerd Hoffmann <kraxel@redhat.com>&&&& "
0," exec: fix error handling in file_ram_alloc One instance of double closing, and invalid close(-1) in some cases&&&&of ""goto error"".&&&&&&&&Reviewed-by: Laszlo Ersek <lersek@redhat.com>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0," contrib/ivshmem-server: Print ""not for production"" warning The code is okay for illustrating how things work and for testing, but&&&&its error handling make it unfit for production use.  Print a warning&&&&to protect the innocent.&&&&&&&&Signed-off-by: Markus Armbruster <armbru@redhat.com>&&&&Reviewed-by: Marc-Andr茅 Lureau <marcandre.lureau@redhat.com>&&&&Message-Id: <1458066895-20632-41-git-send-email-armbru@redhat.com>&&&& "
0, target-tricore: Move general CHECK_REG_PAIR of decode_rrr_divide The add.f and sub.f to be implemented don't use 64 bit registers&&&&and a general usage of CHECK_REG_PAIR would always generate an&&&&exception for them.&&&&&&&&Reviewed-by: Richard Henderson <rth@twiddle.net>&&&&Signed-off-by: Bastian Koppelmann <kbastian@mail.uni-paderborn.de>&&&&Message-Id: <1457708597-3025-3-git-send-email-kbastian@mail.uni-paderborn.de>&&&& 
0," vfio: Eliminate vfio_container_ioctl() vfio_container_ioctl() was a bad interface that bypassed abstraction&&&&boundaries, had semantics that sat uneasily with its name, and was unsafe&&&&in many realistic circumstances.  Now that spapr-pci-vfio-host-bridge has&&&&been folded into spapr-pci-host-bridge, there are no more users, so remove&&&&it.&&&&&&&&Signed-off-by: David Gibson <david@gibson.dropbear.id.au>&&&&Reviewed-by: Alexey Kardashevskiy <aik@ozlabs.ru>&&&&Acked-by: Alex Williamson <alex.williamson@redhat.com>&&&& "
0," qapi: Simplify semantics of visit_next_list() The semantics of the list visit are somewhat baroque, with the&&&&following pseudocode when FooList is used:&&&&&&&&start()&&&&for (prev = head; cur = next(prev); prev = &cur) {&&&&    visit(&cur->value)&&&&}&&&&&&&&Note that these semantics (advance before visit) requires that&&&&the first call to next() return the list head, while all other&&&&calls return the next element of the list; that is, every visitor&&&&implementation is required to track extra state to decide whether&&&&to return the input as-is, or to advance.  It also requires an&&&&argument of 'GenericList **' to next(), solely because the first&&&&iteration might need to modify the caller's GenericList head, so&&&&that all other calls have to do a layer of dereferencing.&&&&&&&&Thankfully, we only have two uses of list visits in the entire&&&&code base: one in spapr_drc (which completely avoids&&&&visit_next_list(), feeding in integers from a different source&&&&than uint8List), and one in qapi-visit.py.  That is, all other&&&&list visitors are generated in qapi-visit.c, and share the same&&&&paradigm based on a qapi FooList type, so we can refactor how&&&&lists are laid out with minimal churn among clients.&&&&&&&&We can greatly simplify things by hoisting the special case&&&&into the start() routine, and flipping the order in the loop&&&&to visit before advance:&&&&&&&&start(head)&&&&for (tail = *head; tail; tail = next(tail)) {&&&&    visit(&tail->value)&&&&}&&&&&&&&With the simpler semantics, visitors have less state to track,&&&&the argument to next() is reduced to 'GenericList *', and it&&&&also becomes obvious whether an input visitor is allocating a&&&&FooList during visit_start_list() (rather than the old way of&&&&not knowing if an allocation happened until the first&&&&visit_next_list()).  As a minor drawback, we now allocate in&&&&two functions instead of one, and have to pass the size to&&&&both functions (unless we were to tweak the input visitors to&&&&cache the size to start_list for reuse during next_list, but&&&&that defeats the goal of less visitor state).&&&&&&&&The signature of visit_start_list() is chosen to match&&&&visit_start_struct(), with the new parameters after 'name'.&&&&&&&&The spapr_drc case is a virtual visit, done by passing NULL for&&&&list, similarly to how NULL is passed to visit_start_struct()&&&&when a qapi type is not used in those visits.  It was easy to&&&&provide these semantics for qmp-output and dealloc visitors,&&&&and a bit harder for qmp-input (several prerequisite patches&&&&refactored things to make this patch straightforward).  But it&&&&turned out that the string and opts visitors munge enough other&&&&state during visit_next_list() to make it easier to just&&&&document and require a GenericList visit for now; an assertion&&&&will remind us to adjust things if we need the semantics in the&&&&future.&&&&&&&&Several pre-requisite cleanup patches made the reshuffling of&&&&the various visitors easier; particularly the qmp input visitor.&&&&&&&&Signed-off-by: Eric Blake <eblake@redhat.com>&&&&Message-Id: <1461879932-9020-24-git-send-email-eblake@redhat.com>&&&&Signed-off-by: Markus Armbruster <armbru@redhat.com>&&&& "
0, ipmi: remove IPMI_CHECK_RESERVATION() macro Some IPMI command handlers in the BMC simulator use a macro&&&&IPMI_CHECK_RESERVATION() to check a SDR reservation but the macro&&&&implicitly uses local variables. This patch simply removes it.&&&&&&&&Signed-off-by: C茅dric Le Goater <clg@fr.ibm.com>&&&&Acked-by: Corey Minyard <cminyard@mvista.com>&&&&Reviewed-by: Michael S. Tsirkin <mst@redhat.com>&&&&Signed-off-by: Michael S. Tsirkin <mst@redhat.com>&&&& 
0, acpi: add aml_create_field() It will be used by nvdimm acpi&&&&&&&&Signed-off-by: Xiao Guangrong <guangrong.xiao@linux.intel.com>&&&&Reviewed-by: Michael S. Tsirkin <mst@redhat.com>&&&&Signed-off-by: Michael S. Tsirkin <mst@redhat.com>&&&& 
0," block: Remove dirty bitmaps from bdrv_move_feature_fields() This patch changes dirty bitmaps from following a BlockBackend in graph&&&&changes to sticking with the node they were created at. For the full&&&&discussion, read the following mailing list thread:&&&&&&&&  [Qemu-block] block: Dirty bitmaps and COR in bdrv_move_feature_fields()&&&&  https://lists.nongnu.org/archive/html/qemu-block/2016-02/msg00745.html&&&&&&&&In summary, the justification for this change is:&&&&&&&&* When moving the dirty bitmap to the top of the tree was introduced in&&&&  bdrv_append() in commit a9fc4408, it didn't actually have any effect&&&&  because there could never be a bitmap in use when bdrv_append() was&&&&  called (op blockers would prevent this). This is still true today for&&&&  all internal uses of dirty bitmaps.&&&&&&&&* Support for user-defined dirty bitmaps was introduced in 2.4, but we&&&&  discouraged users from using it because we didn't consider it ready&&&&  yet.&&&&&&&&  Moreover, in 2.5, the bdrv_swap() removal introduced a bug that left&&&&  dangling pointers if a dirty bitmap was present (the anchors of the&&&&  dirty bitmap were swapped, but the back link in the first element&&&&  wasn't updated), so it didn't even work correctly.&&&&&&&&* block-dirty-bitmap-add takes an arbitrary node name, even if no&&&&  BlockBackend is attached. This suggests that it is a node level&&&&  operation and not a BlockBackend one. Consequently, there is no reason&&&&  for dirty bitmaps to stay with a BlockBackend that was attached to the&&&&  node they were created for.&&&&&&&&* It was suggested that block-dirty-bitmap-add could track the node if a&&&&  node name was specified, and track the BlockBackend if the device name&&&&  was specified. This would however be inconsistent with other QMP&&&&  commands. Commands that accept both device and node names currently&&&&  interpret the device name just as an alias for the current root node&&&&  of that BlockBackend.&&&&&&&&* Dirty bitmaps have a name that is only unique amongst the bitmaps in a&&&&  specific node. Moving bitmaps could lead to name clashes. Automatic&&&&  renaming would involve too much magic.&&&&&&&&* Persistent bitmaps are stored in a specific node. Moving them around&&&&  automatically might be at least surprising, but it would probably also&&&&  become a real problem because that would have to happen atomically&&&&  without the management tool knowing of the operation.&&&&&&&&At the end of the day it seems to be very clear that it was a mistake to&&&&include dirty bitmaps in bdrv_move_feature_fields(). The functionality&&&&of moving bitmaps and/or attaching them to a BlockBackend instead will&&&&probably be needed, but it should be done with a new explicit QMP&&&&command or option.&&&&&&&&Signed-off-by: Kevin Wolf <kwolf@redhat.com>&&&&Reviewed-by: Eric Blake <eblake@redhat.com>&&&& "
0," ivshmem: Clean up MSI-X conditions There are three predicates related to MSI-X:&&&&&&&&* ivshmem_has_feature(s, IVSHMEM_MSI) is true unless the non-MSI-X&&&&  variant of the device is selected with msi=off.&&&&&&&&* msix_present() is true when the device has the PCI capability MSI-X.&&&&  It's initially false, and becomes true during successful realize of&&&&  the MSI-X variant of the device.  Thus, it's the same as&&&&  ivshmem_has_feature(s, IVSHMEM_MSI) for realized devices.&&&&&&&&* msix_enabled() is true when msix_present() is true and guest software&&&&  has enabled MSI-X.&&&&&&&&Code that differs between the non-MSI-X and the MSI-X variant of the&&&&device needs to be guarded by ivshmem_has_feature(s, IVSHMEM_MSI) or&&&&by msix_present(), except the latter works only for realized devices.&&&&&&&&Code that depends on whether MSI-X is in use needs to be guarded with&&&&msix_enabled().&&&&&&&&Code review led me to two minor messes:&&&&&&&&* ivshmem_vector_notify() calls msix_notify() even when&&&&  !msix_enabled(), unlike most other MSI-X-capable devices.  As far as&&&&  I can tell, msix_notify() does nothing when !msix_enabled().  Add&&&&  the guard anyway.&&&&&&&&* Most callers of ivshmem_use_msix() guard it with&&&&  ivshmem_has_feature(s, IVSHMEM_MSI).  Not necessary, because&&&&  ivshmem_use_msix() does nothing when !msix_present().  That's&&&&  ivshmem's only use of msix_present(), though.  Guard it&&&&  consistently, and drop the now redundant msix_present() check.&&&&  While there, rename ivshmem_use_msix() to ivshmem_msix_vector_use().&&&&&&&&Signed-off-by: Markus Armbruster <armbru@redhat.com>&&&&Message-Id: <1458066895-20632-20-git-send-email-armbru@redhat.com>&&&&Reviewed-by: Marc-Andr茅 Lureau <marcandre.lureau@redhat.com>&&&& "
0," s390x/css: Use static initialization for channel_subsys fields machine_init() will be gone, but we don't need it if we just&&&&initialize the channel_subsys fields statically.&&&&&&&&Cc: Cornelia Huck <cornelia.huck@de.ibm.com>&&&&Cc: Christian Borntraeger <borntraeger@de.ibm.com>&&&&Cc: Richard Henderson <rth@twiddle.net>&&&&Cc: Alexander Graf <agraf@suse.de>&&&&Signed-off-by: Eduardo Habkost <ehabkost@redhat.com>&&&&Message-Id: <1455656347-29033-4-git-send-email-ehabkost@redhat.com>&&&&Reviewed-by: Cornelia Huck <cornelia.huck@de.ibm.com>&&&&[adapted on top of indicator changes]&&&&Signed-off-by: Cornelia Huck <cornelia.huck@de.ibm.com>&&&& "
0," pcie_aer: expose pcie_aer_msg() interface For vfio device, we need to propagate the aer error to&&&&Guest OS. we use the pcie_aer_msg() to send aer error&&&&to guest.&&&&&&&&Signed-off-by: Chen Fan <chen.fan.fnst@cn.fujitsu.com>&&&&Reviewed-by: Michael S. Tsirkin <mst@redhat.com>&&&&Signed-off-by: Alex Williamson <alex.williamson@redhat.com>&&&& "
0," balloon: Use only 'pc-dimm' type dimm for ballooning For now there are only two dimm's: pc-dimm and nvdimm. This patch is&&&&actually needed to disable ballooning on nvdimm. But, to avoid future&&&&bugs, instead of disallowing nvdimm, we allow only pc-dimm. So, if&&&&someone adds new dimm which should be balloon-able, then this ability&&&&should be explicitly specified here.&&&&&&&&Why ballooning for nvdimm should be disabled for now:&&&&&&&&NVDIMM for now is planned to use as a backing store for DAX filesystem&&&&in the guest and thus this memory is excluded from guest memory&&&&management and LRUs.&&&&&&&&In this case libvirt running QEMU along with configured balloon almost&&&&immediately inflates balloon and effectively kill the guest as&&&&qemu counts nvdimm as part of the ram.&&&&&&&&Counting dimm devices as part of the ram for ballooning was started from&&&&commit 463756d03:&&&& virtio-balloon: Fix balloon not working correctly when hotplug memory&&&&&&&&Signed-off-by: Vladimir Sementsov-Ogievskiy <vsementsov@virtuozzo.com>&&&&Signed-off-by: Denis V. Lunev <den@openvz.org>&&&&Reviewed-by: Michael S. Tsirkin <mst@redhat.com>&&&&Signed-off-by: Michael S. Tsirkin <mst@redhat.com>&&&& "
0," vhost: simplify vhost_needs_vring_endian() After the call to virtio_vdev_has_feature(), we only care for legacy&&&&devices, so we don't need the extra check in virtio_is_big_endian().&&&&&&&&Also the device_endian field is always set (VIRTIO_DEVICE_ENDIAN_UNKNOWN&&&&may only happen on a virtio_load() path that cannot lead here), so we&&&&don't need the assert() either.&&&&&&&&This open codes the device_endian checking in vhost_needs_vring_endian().&&&&It also adds a comment to explain the logic, as recent reviews showed the&&&&cross-endian tweaks aren't that obvious.&&&&&&&&Signed-off-by: Greg Kurz <gkurz@linux.vnet.ibm.com>&&&&Reviewed-by: Michael S. Tsirkin <mst@redhat.com>&&&&Signed-off-by: Michael S. Tsirkin <mst@redhat.com>&&&&Reviewed-by: Laurent Vivier <lvivier@redhat.com>&&&&Reviewed-by: Cornelia Huck <cornelia.huck@de.ibm.com>&&&& "
0," char: fix handling of QIO_CHANNEL_ERR_BLOCK If io_channel_send_full gets QIO_CHANNEL_ERR_BLOCK it&&&&and has already sent some of the data, it should return&&&&that amount of data, not EAGAIN, as that would cause&&&&the caller to re-try already sent data.&&&&&&&&Unfortunately due to a previous rebase conflict resolution&&&&error, the code for dealing with this was in the wrong&&&&part of the conditional, and so mistakenly ran on other&&&&I/O errors.&&&&&&&&This be seen running&&&&&&&&   qemu-system-x86_64 -monitor stdio&&&&&&&&and entering 'info mtree', when running on a slow console&&&&(eg a slow remote ssh session). The monitor would get into&&&&an indefinite loop writing the same data until it managed&&&&to send it all without getting EAGAIN.&&&&&&&&Reported-by: Igor Mammedov <imammedo@redhat.com>&&&&Signed-off-by: Daniel P. Berrange <berrange@redhat.com>&&&&Message-Id: <1455288410-27046-1-git-send-email-berrange@redhat.com>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0," nbd: always query export list in fixed new style protocol With the new style protocol, the NBD client will currenetly&&&&send NBD_OPT_EXPORT_NAME as the first (and indeed only)&&&&option it wants. The problem is that the NBD protocol spec&&&&does not allow for returning an error message with the&&&&NBD_OPT_EXPORT_NAME option. So if the server mandates use&&&&of TLS, the client will simply see an immediate connection&&&&close after issuing NBD_OPT_EXPORT_NAME which is not user&&&&friendly.&&&&&&&&To improve this situation, if we have the fixed new style&&&&protocol, we can sent NBD_OPT_LIST as the first option&&&&to query the list of server exports. We can check for our&&&&named export in this list and raise an error if it is not&&&&found, instead of going ahead and sending NBD_OPT_EXPORT_NAME&&&&with a name that we know will be rejected.&&&&&&&&This improves the error reporting both in the case that the&&&&server required TLS, and in the case that the client requested&&&&export name does not exist on the server.&&&&&&&&If the server does not support NBD_OPT_LIST, we just ignore&&&&that and carry on with NBD_OPT_EXPORT_NAME as before.&&&&&&&&Signed-off-by: Daniel P. Berrange <berrange@redhat.com>&&&&Message-Id: <1455129674-17255-12-git-send-email-berrange@redhat.com>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0," sd: limit 'req.cmd' while using as an array index While processing standard SD commands, the 'req.cmd' value could&&&&lead to OOB read when used as an index into 'sd_cmd_type' or&&&&'sd_cmd_class' arrays. Limit 'req.cmd' value to avoid such an&&&&access.&&&&&&&&Reported-by: Qinghao Tang <luodalongde@gmail.com>&&&&Signed-off-by: Prasad J Pandit <pjp@fedoraproject.org>&&&&Reviewed-by: Peter Maydell <peter.maydell@linaro.org>&&&&Message-id: 1453315857-1352-1-git-send-email-ppandit@redhat.com&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&& "
0," .travis.yml: run make check for all matrix targets We only ran make check once before it used to be an unreliable target.&&&&It was only a stop gap measure and we should be able to revert it now.&&&&This also stops us needing a large all-MMU build.&&&&&&&&We disable ""make check"" for a couple of the extra config targets which&&&&are currently broken.&&&&&&&&Signed-off-by: Alex Benn茅e <alex.bennee@linaro.org>&&&&Reviewed-by: David Gibson <david@gibson.dropbear.id.au>&&&&Tested-by: David Gibson <david@gibson.dropbear.id.au>&&&& "
0, target-arm: Rename check_s2_startlevel to check_s2_mmu_setup Rename check_s2_startlevel to check_s2_mmu_setup in preparation&&&&for additional checks.&&&&&&&&Signed-off-by: Edgar E. Iglesias <edgar.iglesias@xilinx.com>&&&&Reviewed-by: Alex Benn茅e <alex.bennee@linaro.org>&&&&Message-id: 1453932970-14576-3-git-send-email-edgar.iglesias@gmail.com&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&& 
0," get_maintainer.pl: fall back to git if only lists are found It's not 100% obvious to project newcomers that all patches should be sent&&&&there; checkpatch doesn't say so, and since it mentions other lists to CC,&&&&the wording ""the list"" from the SubmitAPatch wiki page can be taken&&&&to mean only those lists, not the main list too.  We would like therefore&&&&to add a catch-all entry for qemu-devel@nongnu.org.&&&&&&&&On its own, this would break fallback to git, because now every file&&&&has a maintainer of sorts.  Modify get_maintainer.pl so that mailing&&&&lists (L: lines) no longer prevent the fallback, only humans (M:&&&&entries).&&&&&&&&Several pre-existing entries have a list but no human.  These now&&&&fall back to git.  That's a feature.&&&&&&&&Cc: Paolo Bonzini <pbonzini@redhat.com>&&&&Cc: Markus Armbruster <armbru@redhat.com>&&&&Cc: John Snow <jsnow@redhat.com>&&&&Signed-off-by: Stephen Warren <swarren@wwwdotorg.org>&&&&Message-Id: <1454987065-12961-1-git-send-email-swarren@wwwdotorg.org>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0, intel_iommu: large page support Current intel_iommu only supports 4K page which may not be sufficient&&&&to cover guest working set. This patch tries to enable 2M and 1G mapping&&&&for intel_iommu. This is also useful for future device IOTLB&&&&implementation to have a better hit rate.&&&&&&&&Major work is adding a page mask field on IOTLB entry to make it&&&&support large page. And also use the slpte level as key to do IOTLB&&&&lookup. MAMV was increased to 18 to support direct invalidation for 1G&&&&mapping.&&&&&&&&Cc: Michael S. Tsirkin <mst@redhat.com>&&&&Cc: Paolo Bonzini <pbonzini@redhat.com>&&&&Cc: Richard Henderson <rth@twiddle.net>&&&&Cc: Eduardo Habkost <ehabkost@redhat.com>&&&&Signed-off-by: Jason Wang <jasowang@redhat.com>&&&&Reviewed-by: Michael S. Tsirkin <mst@redhat.com>&&&&Signed-off-by: Michael S. Tsirkin <mst@redhat.com>&&&& 
0," 9pfs: rename virtio-9p-coth.{c,h} to coth.{c,h} Those two files are not virtio specific. Rename them to use generic&&&&names.&&&&&&&&Fix includes in various C files. Change define guards and comments in&&&&header files.&&&&&&&&Signed-off-by: Wei Liu <wei.liu2@citrix.com>&&&&Signed-off-by: Aneesh Kumar K.V <aneesh.kumar@linux.vnet.ibm.com>&&&& "
0," iotests: 034: Use TEST_IMG override instead of ""mv"" Signed-off-by: Fam Zheng <famz@redhat.com>&&&&Reviewed-by: Max Reitz <mreitz@redhat.com>&&&&Message-id: 1450752561-9300-7-git-send-email-famz@redhat.com&&&&Signed-off-by: Max Reitz <mreitz@redhat.com>&&&& "
0, vmdk: Clean up control flow in vmdk_parse_extents() a bit Factor out loop stepping to turn a while-loop with goto into a&&&&for-loop with continue.&&&&&&&&Cc: Fam Zheng <famz@redhat.com>&&&&Signed-off-by: Markus Armbruster <armbru@redhat.com>&&&&Reviewed-by: Eric Blake <eblake@redhat.com>&&&&Reviewed-by: Fam Zheng <famz@redhat.com>&&&&Message-Id: <1450452927-8346-18-git-send-email-armbru@redhat.com>&&&& 
0," scripts/kvm/kvm_stat: Fixup filtering When filtering, the group leader event should not be disabled, as all&&&&other events under it will also be disabled. Also we should make sure&&&&that values from disabled fields will not be displayed.&&&&&&&&This also filters the fields from the log and batch output for better&&&&readability.&&&&&&&&Also the drilldown update now directly checks for the stats' field&&&&filter and (un)sets drilldown accordingly.&&&&&&&&Signed-off-by: Janosch Frank <frankja@linux.vnet.ibm.com>&&&&Message-Id: <1452525484-32309-33-git-send-email-frankja@linux.vnet.ibm.com>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0," io: bind to loopback IP addrs in test suite The test suite currently binds to 0.0.0.0 or ::, which covers&&&&all interfaces of the machine. It is bad practice for test&&&&suite to open publically accessible ports on a machine, so&&&&switch to use loopback addrs 127.0.0.1 or ::1.&&&&&&&&Reported-by: Peter Maydell <peter.maydell@linaro.org>&&&&Reviewed-by: Eric Blake <eblake@redhat.com>&&&&Signed-off-by: Daniel P. Berrange <berrange@redhat.com>&&&& "
0," main-loop: suppress warnings under qtest commit 01c22f2cdd4fcf02276ea10f48253850a5fd7259 (""main-loop: Suppress&&&&""I/O thread spun"" warnings for qtest"") doesn't actually disable the&&&&warning for everyone since some tests don't run under the qtest&&&&accelerator.&&&&&&&&Check qtest_driver instead.&&&&&&&&Cc: Peter Maydell <peter.maydell@linaro.org>&&&&Signed-off-by: Michael S. Tsirkin <mst@redhat.com>&&&&Message-Id: <1448882964-22433-1-git-send-email-mst@redhat.com>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0," target-i386/hyperv: Hyper-V SynIC SINT routing and vcpu exit Hyper-V SynIC(synthetic interrupt controller) helpers for&&&&Hyper-V SynIC irq routing setup, irq injection, irq ack&&&&notifications event/message pages changes tracking for future use.&&&&&&&&Signed-off-by: Andrey Smetanin <asmetanin@virtuozzo.com>&&&&Reviewed-by: Roman Kagan <rkagan@virtuozzo.com>&&&&Signed-off-by: Denis V. Lunev <den@openvz.org>&&&&CC: Paolo Bonzini <pbonzini@redhat.com>&&&&CC: Richard Henderson <rth@twiddle.net>&&&&CC: Eduardo Habkost <ehabkost@redhat.com>&&&&CC: ""Andreas F盲rber"" <afaerber@suse.de>&&&&CC: Marcelo Tosatti <mtosatti@redhat.com>&&&&CC: Roman Kagan <rkagan@virtuozzo.com>&&&&CC: Denis V. Lunev <den@openvz.org>&&&&CC: kvm@vger.kernel.org&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0," tests/guest-debug: introduce basic gdbstub tests The aim of these tests is to combine with an appropriate kernel&&&&image (with symbol-file vmlinux) and check it behaves as it should.&&&&Given a kernel it checks:&&&&&&&&  - single step&&&&  - software breakpoint&&&&  - hardware breakpoint&&&&  - access, read and write watchpoints&&&&&&&&On success it returns 0 to the calling process.&&&&&&&&I've not plumbed this into the ""make check"" logic though as we need a&&&&solution for providing non-host binaries to the tests. However the test&&&&is structured to work with pretty much any Linux kernel image as it&&&&uses the basic kernel_init code which is common across architectures.&&&&&&&&Signed-off-by: Alex Benn茅e <alex.bennee@linaro.org>&&&&Message-id: 1449599553-24713-7-git-send-email-alex.bennee@linaro.org&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&& "
