content,label
" quickdraw: Switch to greedy parsing Quickdraw packs data as a series of codes that the application is supposed&&&&to handle, but it does not define any order in which they might appear.&&&&Since it's unfeasible to support *all* opcodes defined by the spec,&&&&only handle well-known blocks containing video data and ignore any unknown&&&&or unsupported ones.&&&&&&&&Move palette loading and rle decoding to separate functions to resue them&&&&in other blocks and drop format initialization in init since it can&&&&support more formats than pal8.&&&&&&&&Validate width and height.&&&& ",0
 libschroedinger: Check memory allocations  ,0
 movenc: Check memory allocations Signed-off-by: Vittorio Giovara <vittorio.giovara@gmail.com>&&&& ,0
 avfilter/vf_removelogo: Add () to protect the argument of apply_mask_fudge_factor() Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 rmdec: Check memory allocations from ff_rm_alloc_rmstream() Bug-Id: CID 1257835&&&& ,0
" avcodec/h264: Clear last_pic_for_ec on seeks and reinits Fixes out of array read&&&&Fixes: asan_heap-oob_2ff30d2_3479_cov_3803648058_src13_hrc7_525_420_2.264&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 avutil/murmur3: Add () to protect the ROT() arguments Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avformat/tls: add () to protect macro arguments Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 dv: Drop a spurious check The buffer is always valid.&&&&&&&&Bug-Id: CID 700682&&&& ,0
 avcodec/xsubdec: Check av_mallocz() return codes Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" avcodec/mjpegdec: Check number of components for JPEG-LS Fixes out of array accesses&&&&Fixes: asan_heap-oob_1c1a4ea_1242_cov_2274415971_TESTcmyk.jpg&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 avformat/rmdec: Check the return value of av_get_packet() Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 lavfi: check av_strdup() return value Signed-off-by: Paul B Mahol <onemda@gmail.com>&&&& ,0
 avfilter/vf_cropdetect: Unroll 3 & 4 bytes per sample loop 19484 -> 10266 decicycles&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 aea: Return proper error code on invalid header  ,0
 avutil/rational: Check that av_reduce() returns values within the requested max Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 indeo3: check ff_set_dimensions return value CC: libav-stable@libav.org&&&&Bug-Id: CID 1135740&&&& ,0
 avformat/mp3dec: avoid seeking to negative positions Fixes Ticket4038&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 vp8: initialize color space and range properties  ,0
 x11grab: Check for XFixes availability at runtime  ,0
 avcodec/srtdec: add some memory checks  ,0
" avcodec/dnxhddec: treat pix_fmt like width/height Fixes out of array accesses&&&&Fixes: asan_heap-oob_22c9a39_16_015.mxf&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 lavu/avstring: check for overlong encodings in av_utf8_decode() Fix reopened trac ticket #1163.&&&& ,0
" h261dec, ituh263dec: Avoid unnecessary -1 inside inner loop. 3646 -> 3597 decicycles in inner loop when decoding&&&&vsynth1-flv.&&&&&&&&Signed-off-by: Reimar D枚ffinger <Reimar.Doeffinger@gmx.de>&&&& ",0
 avcodec/fft-test: fix memory alloc checks Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 fft-test: Check memory allocations  ,0
" lavfi/apad: fix logic when whole_len or pad_len options are specified In particular, allow pad_len and whole_len to have value set to 0, which&&&&means that no padding will be added. Previously a value set to 0 meant&&&&that that the filter had to pad forever.&&&&&&&&The new semantics is clearer, also simplifies scripting since the option&&&&value might be automatically computed, so that no checks need to be done&&&&in case it is 0.&&&&&&&&The old semantics was never documented and the logic was broken (the&&&&filter was always adding samples indefinitely), so this should not break&&&&backward compatibility.&&&& ",0
 swscale/x86/hscale_fast_bilinear_simd: add inline asm guards Should fix MSVC build&&&&&&&&Found-by: jamrial&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 hevcdsp: remove an unneeded variable in the loop filter beta0 and beta1 will always be the same within a CU Signed-off-by: Micka毛l Raulet <mraulet@insa-rennes.fr>&&&&&&&&cherry picked from commit 4a23d824741a289c7d2d2f2871d1e2621b63fa1b&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 hevc: reorder loops iterate over memory in a more continuous order&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avformat/nutenc: cleaner version check Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avformat/movenc: check that the video resolution is supported Resolutions are stored as 16bit integers&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avformat/utils: Check end time in avpriv_new_chapter() Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avfilter/vf_lut3d: check size in parse_dat() Fixes CID1212261&&&&Reviewed-by: Cl茅ment B艙sch <u@pkh.me>&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 Initialize riff and wav size fields to -1 instead of 0. WMP doess not play the output files if the fields are&&&&set to 0 and not overwritten (using pipe output).&&&&&&&&Fixes ticket #3346.&&&& ,0
 avformat/mpegtsenc: check avformat_new_stream() return Fixes CID1206645&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 libx265: Only set the SAR if it is valid Signed-off-by: Derek Buitenhuis <derek.buitenhuis@gmail.com>&&&& ,0
 oggparsevorbis: export replaygain tags from Vorbis comments Signed-off-by: Anton Khirnov <anton@khirnov.net>&&&& ,0
 vf_frei0r: prevent a segfault when filter parameters are not set  ,0
 avi: Improve non-interleaved detection Additional fixes by Nigel Touati-Evans <nigel.touatievans@gmail.com>.&&&&&&&&Check the index for streams with a time drift of 2s or a buffer drift&&&&of 64MB.&&&&&&&&Bug-Id: 666&&&&CC: libav-stable@libav.org&&&&Sample-Id: yet-another-broken-interleaved-avi.avi&&&&&&&&Signed-off-by: Vittorio Giovara <vittorio.giovara@gmail.com>&&&&Signed-off-by: Luca Barbato <lu_zero@gentoo.org>&&&&Signed-off-by: Diego Biurrun <diego@biurrun.de>&&&& ,0
" avformat/hls: do not use sequence numbers for packet ordering As per spec 3.4.3 (""A client MUST NOT assume that segments with the same&&&&sequence number in different Media Playlists contain matching content."")&&&&we cannot use sequence numbers for packet ordering.&&&&&&&&This can be seen e.g. in the subtitle streams of&&&&bipbop_16x9_variant.m3u8 that have considerably longer segments and&&&&therefore different numbering.&&&&&&&&Since the code now exclusively syncs using timestamps that may wrap, add&&&&some additional checking for that.&&&&&&&&According to the HLS spec all the timestamps should be in 33-bit MPEG&&&&format and synced together.&&&&&&&&v2: cleaner wrap detection&&&&v3: further wrap detection improvements&&&&&&&&Signed-off-by: Anssi Hannula <anssi.hannula@iki.fi>&&&& ",0
 Set Tiertex Limited SEQ palette opaque.  ,0
" avcodec/msrle: use av_image_get_linesize() to calculate the linesize Fixes out of array access&&&&Fixes: 14a74a0a2dc67ede543f0e35d834fbbe-asan_heap-oob_49572c_556_cov_215466444_44_001_engine_room.mov&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 http: Always allow no-op seek This also allows checking stream position as per ffurl_seek() doxy.&&&&&&&&Signed-off-by: Luca Barbato <lu_zero@gentoo.org>&&&& ,0
 avformat/mxfdec: fix typo in error check of mxf_edit_unit_absolute_offset() Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 pcmdec: replace a reachable assert with an error check Libavformat should not make any assumptions about values returned from&&&&other libraries. This assert is easily reachable by using a non-raw&&&&codec id.&&&& ,0
 avformat/id3v2: Check avio_read() return value in read_chapter() Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avformat/utils: Check avcodec_open2() return code in av_find_stream_info() Fixes CID1135750&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 lavc: remove a pointless check in decode_audio4() av_frame_unref() works fine on unallocated frames.&&&& ,0
" hevc: Bound check slice_qp The T-REC-H.265-2013044 page 79 states they have to be into the range&&&&[-s->sps->qp_bd_offset, 51].&&&&&&&&Fixes: asan_stack-oob_eae8e3_9522_WP_MAIN10_B_Toshiba_3.bit&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 lavc: use buf[0] instead of data[0] as the indicator of an allocated frame data[0] may be NULL for valid frames with hwaccel pixel formats.&&&& ,0
" Revert ""Merge remote-tracking branch 'qatar/master'"" (43dec5ef9a360c9ffac3278f464832bd99af0cb0) Fixes out of array accesses&&&&Fixes asan_static-oob_eb9812_5961_iv41.avi&&&&This reverts the merge of c9ef6b09326a24010bf86d6b0d19cfa42df4d546&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&& ",0
 http: Expose the content location via an AVOption Signed-off-by: Martin Storsj枚 <martin@martin.st>&&&& ,0
 avfilter/af_aresample: Calculate output buffer size more precisely. Fixes accumulation of data in case of significant silence injections&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avcodec/h261dec: make while get_bits loop more robust by checking bits left Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avcodec/flvdec: make while get_bits loop more robust by checking bits left Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 oggparsevorbis: check allocations Signed-off-by: Anton Khirnov <anton@khirnov.net>&&&& ,0
 avcodec/flacdec: also do crc check when er compliant is set Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" alac: Do bounds checking of lpc_order read from the bitstream In lpc_prediction(), we write up to array element 'lpc_order' in&&&&an array allocated to hold 'max_samples_per_frame' elements.&&&&&&&&Reported-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&CC: libav-stable@libav.org&&&&Signed-off-by: Martin Storsj枚 <martin@martin.st>&&&& ",0
 avcodec/flacdec: make while get_bits loop more robust by checking bits left Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" avcodec/hnm4video: fix write offset checks in decode_interframe_v4() Fixes: asan_heap-oob_e76a51_1244_CASSE.HNM&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 avformat/wavdec: check smv_frames_per_jpeg Values outside would not be possible due to limitations of jpeg itself&&&&&&&&Fixes very long running loop&&&&Fixes Ticket2977&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avformat/smacker: use av_malloc_array() and check for allocation error Signed-off-by: Paul B Mahol <onemda@gmail.com>&&&& ,0
" matroskaenc: Write muxingapp and writingapp elements when using bitexact flag Files won't validate with mkvalidtor if these two elements are missing.&&&&Use a const ""Lavf"" string that wont change with library version bumps.&&&&&&&&Signed-off-by: James Almer <jamrial@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 smacker: Check malloc return values Also try to free local allocations on errors.&&&&&&&&Signed-off-by: Martin Storsj枚 <martin@martin.st>&&&& ,0
 mov: Prevent segfaults on mov_write_hdlr_tag Do not segfault when writing tracks such as tmcd by writing them down&&&&as generic DataHandlers if not known.&&&& ,0
 avfilter/graphparser: remove 256 char limit from create_filter() Fixes Ticket2803&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" vc1: check the source buffer in vc1_mc functions Reported-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&CC: libav-stable@libav.org&&&& ",0
" doc: Explain that the default RTMP user agent is different when publishing The fact that a different user agent is used is cruicial for getting&&&&publishing authentication working. (When using librtmp, this other&&&&user agent has to be specified manually, but that's not needed&&&&with the libavformat internal RTMP support.)&&&&&&&&Signed-off-by: Martin Storsj枚 <martin@martin.st>&&&& ",0
 configure: Check for GCC diagnostic pragma support inside of functions The actual usage of the pragma is within functions and older versions&&&&of gcc only support the pragma outside of functions.&&&& ,0
 h264: move 444 border xchg under if (deblock_top) Fixes out of array access&&&&Fixes Ticket2668&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" indeo5: reject negative motion vectors Reported-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&CC: libav-stable@libav.org&&&& ",0
" wmapro: check the min_samples_per_subframe Must be at least WMAPRO_BLOCK_MIN_SIZE.&&&&&&&&Reported-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&CC: libav-stable@libav.org&&&& ",0
" flac: don't check the number of channels before setting the channel layout. This is unnecessary, as ff_flac_set_channel_layout can handle any number of channels.&&&&&&&&Signed-off-by: Anton Khirnov <anton@khirnov.net>&&&& ",0
 lavfi/noise: fix out of array access Signed-off-by: Paul B Mahol <onemda@gmail.com>&&&& ,0
" apedec: do not buffer decoded samples over AVPackets Only consume an AVPacket when all the samples have been read.&&&&&&&&When the rate of samples output is limited (by the default value&&&&of max_samples), consuming the first packet immediately will cause&&&&timing problems:&&&&&&&&- The first packet with PTS 0 will output 4608 samples and be&&&&consumed entirely&&&&- The second packet with PTS 64 will output the remaining samples&&&&(typically, a lot, that's why max_samples exist) until the decoded&&&&samples of the first packet have been exhausted, at which point the&&&&samples of the second packet will be decoded and output when&&&&av_decode_frame is called with the next packet).&&&&&&&&That means there's a PTS jump since the first packet is 'decoded'&&&&immediately, which can be seen with avplay or mplayer: the timing&&&&jumps immediately to 6.2s (which is the size of a packet).&&&&&&&&Sample: http://streams.videolan.org/issues/6348/Goldwave-MAClib.ape&&&&Signed-off-by: Justin Ruggles <justin.ruggles@gmail.com>&&&& ",0
" jpeg2000dec: dont set ncomponents to an invalid value Fixes out of array accesses&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
" j2k/jpeg2000: merge float DWT and related code the float conditions are largely changed to check the DWT&&&&instead of the bitexact flag, which previously was wrong&&&&(DWT53 is always int)&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 lavfi/trim: remove request frame hack Signed-off-by: Paul B Mahol <onemda@gmail.com>&&&& ,0
 af_channelmap: ensure the output channel layout is valid.  ,0
" mmvideo/mm_decode_inter: check horizontal coordinate too Fixes out of array accesses&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 lavu/opencl: add check version and platform Reviewed-by: Hanspeter Niederstrasser <niederstrasser@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avcodec/bitstream: check codes in ff_init_vlc_sparse() Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" avformat: Dont stop probing before the whole id3 tag is read When a file appears to start with a id3 tag and appears to&&&&also be something else, then try to increase the probe buffer&&&&size if its below its limit.&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 lavfi/buffersink: factor checks for lists sizes.  ,0
" indeo3: check motion vectors. Reported-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&CC:libav-stable@libav.org&&&& ",0
 lavfi/overlay: improve feedback in case of invalid expression Based on vf_hue.c code.&&&& ,0
" avformat/rt*p: Joining a SSM multicast group using an SDP (Issue #2171) Passes Source-Specific Multicast parameters read from an sdp file through to the UDP socket code,&&&&allowing source-specific multicast streams to be correctly received. As an integral part of this&&&&change, additional checking (currently only enabled in the case of SSM streams, but probably&&&&useful in similar scenarios) has been added to the RTP protocol handler to distinguish UDP packets&&&&arriving from multiple sources to the same port and process only the expected packets&&&&(those transmitted from the expected UDP source address). This resolves an issue identified&&&&when multiple instances of FFmpeg subscribe to different Source-Specific Multicast streams&&&&but with each sharing the same destination port.&&&&&&&&Signed-off-by: Edward Torbett <ed.torbett@simulation-systems.co.uk>&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 avutil/opencl: add check for the program number to create kernel Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" aacps: correct opdipd code to match spec This fixes out of array reads&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
" lavfi: always check return value of ff_get_{audio,video}_buffer() Signed-off-by: Paul B Mahol <onemda@gmail.com>&&&& ",0
" h264: Integrate clear_blocks calls with IDCT The non-intra-pcm branch in hl_decode_mb (simple, 8bpp) goes from 700&&&&to 672 cycles, and the complete loop of decode_mb_cabac and hl_decode_mb&&&&(in the decode_slice loop) goes from 1759 to 1733 cycles on the clip&&&&tested (cathedral), i.e. almost 30 cycles per mb faster.&&&&&&&&Signed-off-by: Martin Storsj枚 <martin@martin.st>&&&& ",0
 ffplay: use NAN to signal invalid external clock Signed-off-by: Marton Balint <cus@passwd.hu>&&&& ,0
" atomic: Add include guards to the implementation headers This makes them pass standalone compilation tests. Previously,&&&&they included atomic.h which included themselves again, leading to&&&&double definitions.&&&&&&&&Signed-off-by: Martin Storsj枚 <martin@martin.st>&&&& ",0
" lavfi/unsharp: directly access in-loop variables in apply_unsharp() Increase performance, to match mp=unsharp.&&&& ",0
 swscale: check flags instead of nb_components to find if pixel format have alpha Signed-off-by: Paul B Mahol <onemda@gmail.com>&&&& ,0
" gifdec: check that w,h is not zero Fixes out of array access&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
" roqvideodec: check dimensions validity Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&&(cherry picked from commit 3ae610451170cd5a28b33950006ff0bd23036845)&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&&(cherry picked from commit fee26d352a52eb9f7fcd8d9167fb4a5ba015b612)&&&&&&&&CC: libav-stable@libav.org&&&&&&&&Signed-off-by: Reinhard Tartler <siretart@tauware.de>&&&& ",0
" mpeg4videoenc: check w,h to be within the supported range. Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 mpeg12: print invalid cbp value Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 msnwc_tcp: Correctly report failure And prevent a memory leak&&&&&&&&CC: libav-stable@libav.org&&&&&&&&Signed-off-by: Luca Barbato <lu_zero@gentoo.org>&&&& ,1
" avutil/attributes: add av_warn_unused_result GCC 3.4 introduced an attribute warn_unused_result to warn when a programmer&&&&discards the return value. Applying this judiciously across the codebase can help&&&&in fixing a lot of problems. At a high level, functions which return error codes&&&&should always be checked. More concretely, consider the functions ff_add_format&&&&and the like in avfilter/formats.h. A quick examination shows that a large portion&&&&of libavfilter fails to handle the associated errors, usually AVERROR(ENOMEM).&&&&The above example was where I observed the utility of this, but it should be&&&&useful in many places across the code base.&&&&&&&&Signed-off-by: Ganesh Ajjanagadde <gajjanagadde@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",1
" libavformat/flvdec.c: free always the packet after a resync. In case of resync, always free the packet, but retry only if the resync&&&&did not get to the end of the file. Otherwise, there is a memory leak when the&&&&last packet in the file is corrupted.&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",1
" avcodec/dvdsubdec: reject some broken packets If cmd_pos is broken, this would just keep accumulating packets in the&&&&reassembly buffer, until it fails and flushes the buffer on overflow.&&&&Since packets are usually rather small, this will take a lot of subtitle&&&&packets. The perceived effect is that subtitles are not displayed&&&&anymore after the faulty packet was passed to the decoder.&&&&&&&&I'm not terribly sure about this, but on the other hand this code is&&&&active only when fragmented packets need to be reassembled.&&&&&&&&Fixes sample file in trac issue #4872.&&&& ",1
" avcodec/mpegvideoenc: fix undefined negative left shift This should fix the first undefined behavior reported in:&&&&https://trac.ffmpeg.org/ticket/4727.&&&&&&&&I can't reproduce the runtime behavior reported in the ticket, hence I&&&&can't confirm that this actually fixes the exact issue reported in the&&&&ticket.&&&&&&&&Regardless, I can confirm that this is a genuine issue, and that&&&&negative shifts can (and do) occur, fixed by this.&&&&&&&&Tested with FATE.&&&&&&&&Signed-off-by: Ganesh Ajjanagadde <gajjanagadde@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",1
" avformat/tcp: TCP Protocol: fix descriptor leak on listen and interrupt If we try to listen on TCP port and ff_listen() fails on&&&&interrupt callback socket (bind) descriptor overwrites and&&&&does not closed at all.&&&&&&&&As a result, we can't rebind to the same port.&&&&&&&&Reviewed-by: Stephan Holljes <klaxa1337@googlemail.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",1
" vp9: fix overflow in 8x8 topleft 32x32 idct ssse3 version. Also disable the mmx/iwht optimization when the bitexact flag is set.&&&&With synthetically coded coefficients (i.e. these that lead to a&&&&residual well outside the [-255,255] range), our optimizations will&&&&overflow. It doesn't make sense to fix the overflows, since they can&&&&only occur on synthetic input, not on real fwht-generated input. Thus,&&&&add a bitexact flag that disables this optimization.&&&& ",1
 vp9: fix integer overflows in sse2 version of iadst4.  ,1
 avcodec/eatgq: Check init_get_bits8() for failure Fixes CID1322315&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,1
" checkasm/x86: Correctly handle variadic functions The System V ABI on x86-64 specifies that the al register contains an upper&&&&bound of the number of arguments passed in vector registers when calling&&&&variadic functions, so we aren't allowed to clobber it.&&&&&&&&checkasm_fail_func() is a variadic function so also zero al before calling it.&&&& ",1
" avformat/webmdashenc: fix uninitialized variable Fixes -Wsometimes-uninitialized from&&&&http://fate.ffmpeg.org/report.cgi?time=20150820031140&slot=arm64-darwin-clang-apple-5.1&&&&&&&&Signed-off-by: Ganesh Ajjanagadde <gajjanagadde@gmail.com>&&&&Reviewed-by: ""Ronald S. Bultje"" <rsbultje@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",1
" qsvdec: fix a memleak of async_fifo init() is called whenever format changes, so current code would leak the&&&&fifo in this case.&&&& ",1
 avfilter/vf_reverse: check also pts_size when reallocating Fixes crash of x32.&&&&&&&&Signed-off-by: Paul B Mahol <onemda@gmail.com>&&&& ,1
" avcodec/vp8: Check buffer size in vp8_decode_frame_header() avoids null pointer dereference&&&&Fixes: signal_sigsegv_d5de40_964_vp80-00-comprehensive-010.ivf with memlimit of 1048576&&&&&&&&Found-by: Samuel Gro脽, Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",1
" avcodec/mpegvideo: Fix null pointer dereference of picture array Fixes: 0d0a2bace067d09c08f0fa5340496c23_signal_sigsegv_7ffff713351a_342_WobblyWindowsIntro.avi with memlimit of 67108864&&&&&&&&Found-by: Samuel Gro脽, Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",1
 avcodec/smvjpegdec: assert that the pixel format that has been set by our decoder is valid If we do check av_pix_fmt_desc_get() then we should fail and&&&&not continue with an invalid pix_fmt&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,1
" avcodec/mpeg4videodec: Check P cbpy Fixes undefined behavior&&&&Fixes: signal_sigsegv_c3097a_991_xtrem_e2_m64q15_a32sxx.3gp&&&&&&&&Found-by: Samuel Gro脽, Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",1
" mpjpegdec: don't try to alloc an AVIOContext when probe is guaranteed to fail The first check is done without the AVIOContext, so alloc it only if said check succeeds&&&&&&&&Signed-off-by: James Almer <jamrial@gmail.com>&&&&Signed-off-by: Janne Grunau <janne-libav@jannau.net>&&&& ",1
 avcodec/put_bits: Assert that size in set_put_bits_buffer_size() does not cause integer overflows Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,1
" swr: fix alignment issue caused by 8ch sse functions Fix crash when doing 8 ch conversion from apps compiled with MSVS&&&&Thanks to Ronald for giving this hint:&&&&https://ffmpeg.org/pipermail/ffmpeg-devel/2015-May/173049.html&&&&&&&&Reviewed-by: ""Ronald S. Bultje"" <rsbultje@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",1
" vp9: remove one optimization branch in iadst16 which causes overflows. See sample vp90-2-14-resize-fp-tiles-16-8-4-2-1.webm from the vp9 test&&&&vector set which reproduces the issue. This probably costs a few cycles,&&&&but I don't think there's an easy way to workaround that.&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",1
 avformat/img2dec: do not rewind custom io buffers Fixes double free with some applications&&&&&&&&Fixes vlc ticket14121&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,1
 avdevice/decklink_common: fix heap corruption run time error Signed-off-by: Jonathan Baecker <jonbae77@gmail.com>&&&&Reviewed-by: Ramiro Polla <ramiro.polla@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,1
 libavformat/mxfdec: fix MXFPackage->comment_refs memory leak Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,1
" fate-aac-aref-encode: increase FUZZ to 5, needed for ppc64be Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",1
 avformat/mp3dec: properly allocate dummy AVCodecContext Fixes (harmless) use of uninitialized variable&&&&&&&&Found-by: jamrial&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,1
 lavfi/fade: Do not overread input buffer.  ,1
 avfilter/palettegen: fix leak in case of error  ,1
 mdec: check for out of bounds read Bug-Id: CID 1257501&&&&CC: libav-stable@libav.org&&&&&&&&Signed-off-by: Luca Barbato <lu_zero@gentoo.org>&&&& ,1
" avcodec/h264: Only reinit quant tables if a new PPS is allowed Fixes null pointer dereference&&&&Fixes: signal_sigsegv_3042097_3007_cov_1741463594_non_monotone_timestamps1.mkv&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",1
 avcodec/libvpxenc: Check for av_malloc() failure Fixes CID1271045&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,1
" rtpdec: Free depacketizers if the init function failed This is different from how it is handled in codecs/demuxers/muxers&&&&though (where the close function isn't called if the open function&&&&failed), but since the number of depacketizers that have an .init&&&&function is quite limited, this is easy to change.&&&&&&&&The main point is that if the init function failed, we shouldn't&&&&try to use that depacketizer at all - this makes sure that the&&&&parse function doesn't need to check for the things that were&&&&initialized in the init function.&&&&&&&&Signed-off-by: Martin Storsj枚 <martin@martin.st>&&&& ",1
 avformat/asfdec: Use 64bit ret to avoid overflow Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,1
